facility_name,address,city,state,zip,registry_id,naics_codes,latitude,longitude,npdes_ids,permit_status,is_major,border_facility,active,violations_3yr,dfr_url,design_flow_mgd
PLATEAU VALLEY PK-12,56600 HIGHWAY 330,COLLBRAN,CO,81624,110071784733,,39.233541,-107.996611,COR423371,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071784733,
PLATEAU VALLEY SCHOOL DISTRICT TOWN OF COLLBRAN WATERLINE EXTENSION,INTERSECTION OF HIGHWAY 330 AND 57 1/2 ROAD,COLLBRAN,CO,81624,110071926175,,39.236937,-107.981555,COR426603,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071926175,
PLATFORM VENTURES SEMI STORAGE,1100 W. 64TH AVENUE,DENVER,CO,80221,110071540478,,39.81275,-105.00016,COG317195 COR421974 COR423773,No Violation Identified,,,Y,2,https://echo.epa.gov/detailed-facility-report?fid = 110071540478,
PLATINUM POWDER COATING,2815  N. EL PASO DR.,COLORADO SPRINGS,CO,80907,110071670507,,38.87113,-104.81323,COPIU0055,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071670507,
PLATORO JOINT VENTURE,SOUTH EDGE OF TOWN,UNK,CO,99999,110010053547,,37.349444,-106.530278,CO0038954,Violation Identified,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110010053547,0.2
PLATTE 56,5000 S PRINCE ST,LITTLETON,CO,80123,110070032730,,39.62636,-105.02042,COR03Q802 COR400824,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070032730,
PLATTE CANYON ELEMENTARY SCHOOL,57093 US HWY 285,BAILEY,CO,80421,110071862623,,39.42126,-105.535907,COR425239,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071862623,
PLATTE CANYON INTERSECTIONS - MINERAL AVE AND BOWLES AVE,4780 WEST MINERAL AVENUE,LITTLETON,CO,80128,110071850231,,39.580713,-105.051501,COR424751,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071850231,
PLATTE CANYON SCHOOL DISTRICT 1 WWTF,57393 US HIGHWAY 285,PARK COUNTY,CO,80421,110071708978,,39.418611,-105.531389,COG590114,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110071708978,
PLATTE RIVER BIOGAS,19179 WELD COUNTY RD 49,LASALLE,CO,80645,110071505029,22121,40.2816,-104.6091,COR421228,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071505029,
PLATTE RIVER GATHERING,N 35 AVE AND O ST,GREELEY,CO,80631,110067231542,,40.454495,-104.733955,COR03O813 COR403572,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110067231542,
PLATTE RIVER MIDSTREAM INC,21634 CR 66,GREELEY,CO,80631,110070218513,,40.46248,-104.64811,COG604318,No Violation Identified,,,Y,5,https://echo.epa.gov/detailed-facility-report?fid = 110070218513,
PLATTE SAND AND GRAVEL,10500 CR 38,MILLIKEN,CO,80543,110070598166,,40.271,-104.859937,COG502179,No Violation Identified,,,Y,1,https://echo.epa.gov/detailed-facility-report?fid = 110070598166,
PLATTE VALLEY AIRPARK,7507 CR 39,FORT LUPTON,CO,80621,110046331019,,40.1027,-104.7011,COR900197 COR901373,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046331019,
PLATTE VALLEY HOSPITAL,1600 PRAIRIE CENTER PKWY,BRIGHTON,CO,80601,110043313303,62111 62211,39.96418,-104.77115,COR412142,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110043313303,
PLATTEVILLE ELEVATOR,400 PLATTE ST,PLATTEVILLE,CO,80651,110054111331,,40.216666,-104.85,COR900454,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054111331,
PLATTEVILLE SAND & GRAVEL PLANT AND WATER RESERVOIR - P122,CR 17 AND CR 28 SEC,PLATTEVILLE,CO,80631,110062641832,,40.188433,-104.904409,COG501584,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110062641832,
PLATTEVILLE SAND & GRAVEL PLANT AND WATER RESERVOIR P115,8490 HWY 66,PLATTEVILLE,CO,80601,110011373192,,40.1214,-104.5557,COG500346,No Violation Identified,,,Y,1,https://echo.epa.gov/detailed-facility-report?fid = 110011373192,
PLATTEVILLE TOWN OF,WELD COUNTY ROAD 23 3/4,PLATTEVILLE,CO,80651,110006658287,,40.225,-104.85,CO0040355,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110006658287,
PLATTEVILLE WWTF,CR 32.5 AND CR 23.5,PLATTEVILLE,CO,80651,110071323006,,40.22365,-104.83335,COG589164,Violation Identified,,,Y,2,https://echo.epa.gov/detailed-facility-report?fid = 110071323006,
PLAYGROUND STORAGE,2471 INDUSTRIAL BOULEVARD,GRAND JUNCTION,CO,81505,110072107235,,39.089133,-108.592104,COR429018,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072107235,
"PLAYTIME, LLC",13310 JAMES E CASEY AVE,DOVE VALLEY AREA,CO,80112,110042181448,339930 339920 32615,39.56166,-104.83442,CONOX0445,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110042181448,
PLAZA APARTMENTS PHASE 3,512 28 3/4 ROAD,GRAND JUNCTION,CO,81501,110071863521,,39.078821,-108.519491,COR425414,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071863521,
PLEASANT VALLEY ROAD,ROUTT COUNTY RD 18,STEAMBOAT SPRINGS,CO,80487,110071958596,,40.31553,-106.82059,COR427832,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071958596,
PLS COLORADO HYDRATE,3927 N OVERLAND TRAIL,LAPORTE,CO,80535,110054118414,,40.640711,-105.137533,COR900338,No Violation Identified,,,Y,4,https://echo.epa.gov/detailed-facility-report?fid = 110054118414,
PLUM CREEK ENTRANCE ROAD WIDENING,CHATFIELD STATE PARK - ROXBOROUGH PARK ROAD,LITTLETON,CO,80125,110071280688,,39.530306,-105.054546,COR416550,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071280688,
PLUM CREEK PARKWAY WATERLINE,W PLUM CREEK PKWY & I-25,CASTLE ROCK,CO,80109,110071906449,,39.370149,-104.877108,COR426433,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071906449,
PLUM CREEK RIDGE AT CASTLE ROCK,EMERALD DR AND CASTLE CREEK CIR,CASTLE ROCK,CO,80104,110070102812,,39.36044,-104.84764,COR03R648 COR402846,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070102812,
PLUM CREEK WATER RECLAMATION AUTHORITY,4255 N US 85,CASTLE ROCK,CO,80108,110069995396,,39.427952,-104.907103,COE004000,Unknown,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110069995396,
PLUM CREEK WW AUTHORITY PLANT1,4255 NORTH US HIGHWAY 85,CASTLE ROCK,CO,80108,110013304995,221320,39.427006,-104.904846,CO0038547 COG650032 COL038547 CONOX0865 COR900096,Violation Identified,Y,,Y,5,https://echo.epa.gov/detailed-facility-report?fid = 110013304995,6.44
PN-317  CR-17 ROAD IMPROVEMENT PROJECT (TAFT AVE.),CR 17 FROM GRAND MARKET AVE. TO CR 16,LOVELAND,CO,80537,110070743670,,40.349444,-105.097354,COR408621,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070743670,
PN-333 MASONVILLE BRIDGE LR27-0.1-32C,MASONVILLE BRIDGE,MASONVILLE,CO,80521,110070925507,,40.481624,-105.213115,COR411355,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070925507,
PN-336 CR 8 AND CR 21 INTERSECTION,CONSTRUCTION TRAILER AT 3121 W COUNTY ROAD 8,BERTHOUD,CO,80521,110071425962,,40.304801,-105.132774,COR420419,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071425962,
PN-339 CR 70 & CR 9 ROAD IMPROVEMENT,4115 E COUNTY ROAD 70,WELLINGTON,CO,80521,110071436319,,40.754343,-105.004176,COR420664,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071436319,
PN-341 REPLACEMENT OF N. MONROE AVE. BRIDGE OVER DRY CREEK,0.26 MILES N OF N MONROE AVE AND E. 37TH ST,LOVELAND,CO,80537,110072104483,,40.433853,-105.067862,COR429395,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072104483,
PN-5026 RED MOUNTAIN DAM REMOVAL,0.40 MILES ON NORTH CR 23 FROM INTERSECTION OF NOR,BUCKEYE,CO,80521,110071409822,,40.921829,-105.159359,COR420005,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071409822,
PN-9330 BUCKHORN RD CR 44H,123 BUCKHORN RD,BELLVUE,CO,80512,110070882448,,40.572115,-105.350477,COG080162 COR411040,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070882448,
PN-9332 LCR 47 BIG ELK MEADOWS,PROJECT STARTS 400 FEET S OF HWY 36 AND W CR 47,ESTES PARK,CO,80517,110071148572,,40.288174,-105.374295,COR414260,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071148572,
POLARIS POINTE DENTAL,107 SPECTRUM LOOP,COLORADO SPRINGS,CO,80921,110072180999,,39.021201,-104.818445,COR430741,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072180999,
POLESTAR GARDENS,SW CORNER OF LOUISE LN AND ORCHARD PL,FORT COLLINS,CO,80528,110072149531,,40.578568,-105.128577,COR429929,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072149531,
POLICE TRAINING FACILITY,9000 COLORADO BOULEVARD,THORNTON,CO,80229,110070883203,,39.85887,-104.93998,COR410863,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070883203,
POMEROY INFRASTRUCTURE,S AURORA PARKWAY + E ALEXANDER DRIVE,AURORA,CO,80016,110070794858,,39.610474,-104.711236,COR408811,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070794858,
POMEROY SUBDIVISION FILING NO. 4,280 FEET N OF THE S AURORA PKWY AND S ELK WAY,AURORA,CO,80016,110072162228,,39.610737,-104.705277,COR430435,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072162228,
POMPONIO TERRACE FIL 1 AND 2,70 AVE AND FEDERAL BLVD,WESTMINSTER,CO,80030,110067606969,,39.822222,-105.021667,COR03P188 COR403583,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110067606969,
PONCHA MEADOWS - FILING 2,WILLOW AVE & HALLEY'S AVE,PONCHA SPRINGS,CO,81242,110071943381,,38.521272,-106.076553,COR427212,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071943381,
PONCHA SPRINGS SSR,HWY 50 AND CR 125,SALIDA,CO,81201,110072104216,,38.521095,-106.03381,COG081387,No Violation Identified,,,Y,1,https://echo.epa.gov/detailed-facility-report?fid = 110072104216,
POND C FOUNDRY,W OF CR 18 & S POWHATON RD,AURORA,CO,80018,COG081528,,39.68403,-104.68063,COG081528,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = COG081528,
POND H IMPROVEMENTS,PARK MEADOWS DR 0.25 MI E OF ACRES GREEN DR,LONE TREE,CO,80124,110070686594,,39.56273,-104.89042,COR407741,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070686594,
POND L-5,S GARTRELL RD AND E ARAPAHOE RD,AURORA,CO,80016,110072202360,,39.590894,-104.720564,COR430735,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072202360,
PONDEROSA,570/572 PONDEROSA DRIVE,EVERGREEN,CO,80439,110071849744,,39.717972,-105.418933,COR424600,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071849744,
PONDEROSA COMMUNITY STABILIZATION PROJECT,4475 BROADWAY,BOULDER,CO,80304,110070826026,,40.056206,-105.284047,COR409276,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070826026,
PONDEROSA HIGH SCHOOL,7007 E BAYOU GULCH RD.,PARKER,CO,80134,COR430901,,39.43606,-104.75513,COR430901,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = COR430901,
PONDEROSA RANCH LOT 1,TBD BRISTLECONE DRIVE,MONTROSE,CO,81403,110072075721,,38.47539,-107.895702,COR428510,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072075721,
PONDEROSA RETREAT&CONF CNTR,15235 FURROW ROAD,DOUGLAS COUNTY,CO,80118,110027855426,,39.142005,-104.830386,COR03O692 COX047511,No Violation Identified,,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110027855426,
PONNEQUIN WIND FARM,"1 MI W OF HWY 85, S OF CO/WY STATE BORDER",CARR,CO,80612,110070598975,,40.99432,-104.82527,COR406190,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070598975,
PONY EXPRESS GUERNSEY EXPANSION,MIDPOINT OF PIPELINE AT CR 83 AND CR 100,BRIGGSDALE,CO,80611,110071067894,,40.711996,-104.27772,COG080281 COR413023,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071067894,
PONY PARK,SOUTH OF PONY TRACKS DR. AND WEST OF PETERSON RD.,COLORADO SPRINGS,CO,80922,110071814471,,38.876745,-104.702122,COR424206,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071814471,
PONY PARK- ADAMO,3055 FLYING HORSE RD,COLORADO SPRINGS,CO,80922,110071409718,,38.876763,-104.702132,COR419765,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071409718,
POPEYES LOUISIANA KITCHEN,64 W FLATIRON CROSSING DR,BROOMFIELD,CO,80021,110070102801,,39.928775,-105.134474,COR03R637 COR402997,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070102801,
POPEYES LOUISIANA KITCHEN 428,15050 E COLFAX AVE,AURORA,CO,80011,110071784189,,39.73959,-104.812983,COR423591,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071784189,
PORTA HOUSE,60804 MIAMI RD,MONTROSE,CO,81403,110072129876,,38.482063,-107.95259,COR429867,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072129876,
PORTABLE CONCRETE BATCH PLANT 73-6002(STORAGE FACILITY),NO ADDRESS GIVEN,STATEWIDE,CO,00000,110054113712,,39.85518,-104.89342,COR900295,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110054113712,
PORTABLE READY MIX PLANT CRIPPLE CREEK,SOUTHEAST OF COUNTY ROAD 67 AND WHITING ROAD,TELLER,CO,80813,110071145557,,38.754427,-105.120108,COR414216,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071145557,
PORTEOS FARIFIELD INN AND SUITES,6670 N KELLERMAN ST,AURORA,CO,80019,110072149745,,39.7138,-104.69,COR429937,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072149745,
PORTEOS PA-11 WQ POND GG4,NORTH OF E 56TH AVE AND EAST OF JACKSON GAP ST,AURORA,CO,80019,110072172935,,39.805863,-104.688798,COR430495,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072172935,
PORTEOS PA-9A & PA-9C,SOUTH OF E. 64TH AVE. AND EAST OF JACKSON GAP STRE,AURORA,CO,80019,110071783188,,39.812105,-104.689145,COR423319,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071783188,
PORTEOS ROAD PHASE 6,"E. 56TH AVE, JACKSON GAP STREET, JACKSON GAP WAY",AURORA,CO,80108,110070930427,,39.806667,-104.696944,COR411679,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070930427,
PORTEOS SECOND CREEK,NORTH OF E. 56TH AVENUE AND WEST OF JACKSON GAP ST,AURORA,CO,80019,110071670073,,39.798658,-104.693293,COR422990,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071670073,
PORTEOS SUBDIVISION FILING 4 (AKA PORTEOS PHASE 9),E. 64TH AVENUE & JACKSON GAP STREET,AURORA,CO,80019,110071222001,,39.813056,-104.689444,COR415314,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071222001,
PORTEOS- PHASE 7,E. 64TH AVENUE AND POWHATON RD,AURORA,CO,80018,110071083957,,39.812807,-104.678131,COR413527,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071083957,
PORTEOS- PHASE 8,NORTH OF E 56TH AVE AND JACKSON GAP ST,AURORA,CO,80108,110071083497,,39.805833,-104.693333,COR413341,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071083497,
PORTLAND TO PUEBLO WEST,NORTH PUEBLO BLVD AND WEST 24TH ST,PUEBLO,CO,81007,110071951050,,38.29224,-104.66334,COR427390,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071951050,
PORTOES POND GG1 & GOPHER GULCH CHANNEL,NE OF EAST 64TH AVENUE AND JACKSON GAP STREET,AURORA,CO,80019,110071309135,,39.813056,-104.689444,COR417203,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071309135,
POSSUM GULLY SANITARY EXPANSION - DW,N DENALI ST AND E 64 AVE,AURORA,CO,80019,110071946556,,39.814011,-104.706762,COG081208,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071946556,
POTATO PATCH CLUB: PAVING AND DRAINAGE IMPROVEMENTS,950 RED SANDSTONE RD,VAIL,CO,81657,110071783122,,39.645912,-106.395099,COR423467,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071783122,
POUDRE FIRE STATION #7,3016 WEST COUNTY ROAD 54G,LAPORTE,CO,80535,110071656888,,40.626083,-105.132194,COR422737,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071656888,
POUDRE HEIGHTS-DW,E OF MERLIN LN AND CR 17,WINDSOR,CO,80550,110071376710,,40.456333,-104.917322,COG080670,Terminated Permit,,,Y,1,https://echo.epa.gov/detailed-facility-report?fid = 110071376710,
POUDRE HEIGHTS-MERITAGE,MERLIN LN AND CR 17,WINDSOR,CO,80550,110071322059,,40.45633,-104.91732,COR417634,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071322059,
POUDRE PONDS,35 AVE AND F ST,GREELEY,CO,80634,110067374086,,40.44523,-104.72107,COG502244 COR03O860,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110067374086,
POUDRE PONDS BANK STABILIZATION PROJECT,HALF MILE SOUTH OF O ST & 35TH AVE,CITY OF GREELEY,CO,80631,110071727032,,40.448852,-104.729376,COR423180,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071727032,
POUDRE REARING UNIT,38915 POUDRE CANYON,BELLVUE,CO,80512,110006782838,,40.700157,-105.70392,COG130008,No Violation Identified,,,Y,4,https://echo.epa.gov/detailed-facility-report?fid = 110006782838,
POUDRE RIVER BANK STABILIZATION AT 71ST AVE,760 N 71ST AVE,GREELEY,CO,80634,110071785913,,40.447127,-104.783165,COR423206,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071785913,
POUDRE RIVER RESTORATION AT RIVER BLUFFS,CO 392 AND S CO RD 3,WINDSOR,CO,80550,110070520506,,40.48178,-104.95631,COR03U694 COR401491,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070520506,
POUDRE SCHOOL DISTRICT,VARIOUS LOCATIONS,FORT COLLINS,CO,80521,110043760061,,40.589,-105.122,COR070001,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043760061,
POUDRE TRAILS APARTMENTS,W VALLEY DR & POUDRE TRAIL DR,GREELEY,CO,80631,110070673139,,40.43527,-104.72946,COR407184,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070673139,
POUDRE VALLEY HEALTH SYSTEM - HOSPITAL,1024 LEMAY AVENUE,FORT COLLINS,CO,80524,110009558950,623990 622110 62211,40.57175,-105.0579,COR03N732 COR414644,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110009558950,
POWDER COATING SPECIALITIES - PCS,550 ORCHARD,GOLDEN,CO,80401,110009558362,332812 811198,39.72394,-105.17957,COPIU007L,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110009558362,
POWDER COATING SPECIALTIES,1441 MOTOR STREET,GRAND JUNCTION,CO,81505,110071708614,,39.08039,-108.57687,COPIU002T,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071708614,
POWDER WASH UNIT FIELD,SEE MAP IN FILE,UNINC,CO,82321,110064742569,,40.98,-108.29,COR038461 COR03I332 COR403793 COR405005,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110064742569,
POWDERHORN ELEMENTARY SCHOOL ADDITION AND RENOVATION,12109 WEST COAL MINE AVENUE,LITTLETON,CO,80127,110071205056,,39.60246,-105.13454,COR414996,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071205056,
POWDERMONARCH LLC,1 POWDER PL,MONARCH,CO,81227,110070001852,,38.549326,-106.2901,COL031399,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070001852,
POWDERWASH PIT 66,CR 66 AND CR 66B,CRAIG,CO,81625,110070051402,,40.88,-108.24,COG501962,Violation Identified,,,Y,3,https://echo.epa.gov/detailed-facility-report?fid = 110070051402,
POWDR COPPER MOUNTAIN LLC,PO BOX 3001,COPPER MOUNTAIN,CO,80443,110070003720,,39.503377,-106.174069,COL603140,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070003720,
POWDR-COPPER MOUNTAIN - COPPER MOUNTAIN,209 TEN MILE CIRCLE,COPPER MOUNTAIN,CO,80443,110009006761,487110 713920,39.50146,-106.1567,COG600036 COG603140,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110009006761,
POWER ENGINEERING,2525 S DELAWARE ST,DENVER,CO,80223,110054142067,332813 332710 33271 333618,39.6699,-104.9928,COPIU007M COR900656,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110054142067,
POWER TRAIL CROSSING AT HARMONY ROAD,MCMURRAY AVE EAST TO UPRR,FORT COLLINS,CO,80521,110072105055,,40.52372,-105.0453,COR429289,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072105055,
POWER TRAIL CROSSING AT HARMONY ROAD,MCMURRAY AVE AND E HARMONY RD,FORT COLLINS,CO,80521,110072105299,,40.52372,-105.0453,COG081378,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072105299,
POWER WASH SERVICES YARD,11905 EAST 124TH AVENUE,ADAMS COUNTY,CO,80640,110027855266,,39.92163,-104.84958,COG600771,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110027855266,
POWH1329 ALAMEDA AND POWHATON (DE),EAST ALAMEDA AVENUE AND SOUTH POWHATON ROAD,AURORA,CO,80018,110072165406,,39.710582,-104.678633,COR430229,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072165406,
POWHATON RD PHASE 1,E. 3RD AVE AND POWHATON RD,AURORA,CO,80018,110070884420,,39.72181,-104.67835,COR410757,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070884420,
PR SOUTH DOUGLAS CREEK AT I 25 IN COLORADO SPRINGS,I 25 AND ELLSTON ST,COLORADO SPRINGS,CO,80906,110070380501,,38.883291,-104.835923,COR03U040 COR400749,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070380501,
PRAIRIE CENTER,EAGLE BLVD AND PRAIRIE CENTER PARKWAY,BRIGHTON,CO,80601,110071667831,,39.958682,-104.776174,COR422958,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071667831,
PRAIRIE CENTER ENERGY LLC,12800 CAMERON DRIVE,BRIGHTON,CO,80603,110071539723,,39.930281,-104.794297,COG081005 COR422184,No Violation Identified,,,Y,5,https://echo.epa.gov/detailed-facility-report?fid = 110071539723,
PRAIRIE CENTER RETAIL TWO PAD SITES,NEC PRAIRIE CENTER PKWY AND EAGLE BLVD,BRIGHTON,CO,80601,110071512896,,39.959562,-104.775026,COR421012,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071512896,
PRAIRIE CENTER VILLAGE I BRIGHTON,S 27 AVE AND EAGLE BLVD,BRIGHTON,CO,80601,110070266007,,39.958558,-104.788979,COR03T773 COR402519,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070266007,
PRAIRIE FIELD-WIDE STORMWATER PERMIT,50 S STEELE STREET,DENVER,CO,80209,110071669836,,39.71545,-104.94979,COR422650,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071669836,
PRAIRIE HEIGHTS ELEMENTARY SCHOOL,7930 INDIAN VILLAGE HEIGHTS,FOUNTAIN,CO,80817,110071997494,,38.53299,-104.68189,COR428010,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071997494,
PRAIRIE PARK BALLFIELD,600 BLOCK SOUTH CLAYTON STREET,BRUSH,CO,80723,110071728058,,40.249028,-103.621775,COR423050,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071728058,
PRAIRIE PK 12 SCHOOL DISTRICT WWTF,42315 WCR 133,NEW RAYMER,CO,80302,110055188390,,40.6159,-103.8036,COX632045 COX632060 COX634025,Effluent - Non-monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110055188390,
PRAIRIE POINT EAST INFRASTRUCTURE,NW OF S IRELAND WAY AND E-470 (TOLL ROAD),AURORA,CO,80116,110072187944,,39.320019,-104.709712,COR430683,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072187944,
PRAIRIE POINT GOLF COURSE SUBDIVISION FILING NO. 1,SOUTHWEST OF E-470 AND IRELAND WAY,AURORA,CO,80016,110072203391,,39.577383,-104.745118,COR430853,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072203391,
PRAIRIE POINT NORTH F1/F2/F3 MASS GRADING,SOUTH OF E LONG AVE AND WEST OF S IRELAND WAY,AURORA,CO,80116,110071782742,,39.575803,-104.751654,COR423503,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071782742,
PRAIRIE POINT NORTH F1/F2/F3 MASS GRADING-DW,S OF E LONG AVE & S IRELAND WAY,AURORA,CO,80116,110072184272,,39.320019,-104.709712,COG081507,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072184272,
