facility_name,address,city,state,zip,registry_id,naics_codes,latitude,longitude,npdes_ids,permit_status,is_major,border_facility,active,violations_3yr,dfr_url,design_flow_mgd,facility_type,receiving_waters
MANASSA WWTF,CR P AND N 1 ST,MANASSA,CO,81141,110071781071,,37.185495,-105.927519,COG591199,Effluent - Monthly Average Limit,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110071781071,,,
FOURMILE CREEK SPRINGS-UNINCORP TELLER COUNTY,TELLER COUNTY RD 88,UNK,CO,99999,110015317478,,38.6625,-105.222777,CO0046540,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110015317478,,,
FALL CREEK VILLAGE HOA,9 RIVER TRAIL,PLACERVILLE,CO,81430,110071202797,,37.99324,-108.02168,COG590119,Failure to Report DMR - Not Received,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110071202797,,,
FUN VALLEY RESORT,36000 WEST U.S. HIGHWAY 160,SOUTH FORK,CO,81154,110006782188,,37.61342,-106.70048,COG584018 COG588018 COG590018,No Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110006782188,,,
PEACEFUL VALLEY RESORT LLC,475 PEACEFUL  VALLEY RD,LYONS,CO,80033,110042389787,,40.134444,-105.493056,CO0048828 COG073518 COL048828,Failure to Report DMR - Not Received,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110042389787,0.013,,
PLATTE CANYON SCHOOL DISTRICT 1 WWTF,57393 US HIGHWAY 285,PARK COUNTY,CO,80421,110071708978,,39.418611,-105.531389,COG590114,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110071708978,,,
AURORA WATER NORTH CAMPUS,12496 WELD CR 8,FORT LUPTON,CO,80621,110071657833,,40.0425,-104.8221,COG604455,No Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110071657833,,,
PRIMERO RE-2 SCHOOL DISTRICT,20200 HIGHWAY 12,WESTON,CO,81091,110024450226,,37.14532,-105.03393,COG589099 COG589123,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110024450226,,,
MILNER COMMUNITY WWTF,137 10TH STREET,STEAMBOAT SPRINGS,CO,80477,110027243533,,40.4877,-106.83654,CO0047449,Terminated Permit,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110027243533,,,
LEADVILLE NATIONAL FISH HATCHERY,2844 HIGHWAY 300,LEADVILLE,CO,80461,110006658036,112511,39.225028,-106.389661,CO0000582,No Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110006658036,,,
LINCOLN COUNTY LANDFILL,27510 CR 3E,LINCOLN COUNTY,CO,80821,110054139482,,39.24,-103.553728,COR900421,Failure to Report DMR - Not Received,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110054139482,,,
SUPERIOR FARMS,4900 CLARKSON STREET,DENVER,CO,80216,110020773527,,39.78711,-104.97745,CONOX0925 COR020483 COR900488,No Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110020773527,,,
EADS WWTF,APPROX 3/4 MI SE OF TOWN,EADS,CO,81036,110071824105,,38.466111,-102.769444,COG591016,Effluent - Monthly Average Limit,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110071824105,,,
TAYLOR RIVER CANYON LLC WWTF,10931 CR 742,ALMONT,CO,81210,110069214380,,38.74567,-106.7097,COG588138 COG590138,Failure to Report DMR - Not Received,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110069214380,,,
ESTES PARK SANITATION DISTRICT,610 BIG THOMPSON AVE,ESTES PARK,CO,80517,110002040862,221320,40.37967,-105.51383,CO0020290 COG075282 COG650006 COR900837,No Violation Identified,Y,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110002040862,1.5,,
SOUTH WEST WELD APC GAS TIE-IN,I-25 FRONTAGE RD AND TIPPLE PKWY,FREDERICK,CO,80530,110071377132,,40.10971,-104.98905,COG604445,Terminated Permit,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110071377132,,,
BLACK FOREST BY WEDGEWOOD WEDDINGS,12375 BLACK FOREST RD,COLORADO SPRINGS,CO,80908,110071545412,,39.011389,-104.7,COX634080,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110071545412,,,
BURLINGTON-KIT CARSON CNTY AIRPORT,14111 US HIGHWAY 385,BURLINGTON,CO,80807,110032614516,,39.250771,-102.278167,COR900209,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110032614516,,,
KAISER PARKER MEDICAL BUILDING,12249 PINE BLUFFS WAY,PARKER,CO,80237,110071499965,621491,39.49423,-104.756303,COG317140 COR421428,No Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110071499965,,,
CAMP TUMBLESON LAKE,173 CR 96,BOULDER COUNTY,CO,00000,110037262592,,40.10668,-105.490342,COX621019,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110037262592,,,
INTERROLL ENGINEERING WEST INC - 1 FORGE,1 FORGE RD,CANON CITY,CO,81212,110001724386,333922,38.405389,-105.25161,COR900034,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110001724386,,,
SPRING VALLEY SD WWTF,2920 CR 114,GLENWOOD SPRINGS,CO,81601,110009007494,,39.466667,-107.233333,CO0046124,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110009007494,0.499,,
HOLLY AIRPORT,HWY 89 1.5 MILES S,HOLLY,CO,81047,110046319667,,38.033333,-102.116666,COR900218,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110046319667,,,
BIVVI HOSTEL,22332 HWY 145,PLACERVILLE,CO,81435,110071321033,,37.9958,-108.031,COG590113,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110071321033,,,
BIG MAC WATER TREATMENT PLANT,2002 VASQUEZ ROAD,GRAND COUNTY,CO,80482,110024579446,,39.90942,-105.79867,COG640044 COG641044,No Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110024579446,,,
RIVERBEND PIT WEST,CR 6 AND CR 27,FORT LUPTON,CO,80621,110070053291,,40.03,-104.819722,COG502028,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110070053291,,,
PALISADE WWTF,661 BRENTWOOD DR,PALISADE,CO,81526,110056343684,,39.100223,-108.354197,CO0000012,No Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110056343684,0.47,,
ROMEO WWTF,127500 15 RD,ROMEO,CO,81148,110071866738,,37.17583,-105.83056,COG591014,Effluent - Monthly Average Limit,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110071866738,,,
CROOK WWTF,7 ST,CROOK,CO,80726,110071783840,,40.895278,-102.790278,COG591015,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110071783840,,,
CRESTED BUTTE WWTF,800 BUTTE AVE,CRESTED BUTTE,CO,81224,110041909021,,38.87337,-106.97766,CO0020443 COG073406 COG080561 COG591208 COG650061 COR418487,No Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110041909021,,,
OVID TOWN OF,SOUTHEAST CORNER OF TOWN,SEDGWICK COUNTY,CO,80477,110024582771,,40.95679,-102.3838,COG582019 COG588106 COG591203,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110024582771,,,
SOUTH ADAMS CO WATER & SAN DIS,1117 RIVERBLUFF ROAD,PARACHUTE,CO,81635,110006657965,,39.5109,-108.0634,COG584028 COG589086 COG640068 COG641068 COG650005,No Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110006657965,,,
LOW POINT WWTP,3269 HIGH PLAINS BLVD,JOHNSTOWN,CO,80534,110022412496,,40.401998,-104.966758,CO0047058,No Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110022412496,0.5,,
AMERICAN & IMPORT AUTO RECYCLERS,12750 EAST HIGHWAY 94,COLORADO SPRINGS,CO,80929,110032600736,,38.839089,-104.591224,COR900720,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110032600736,,,
ADAMS COUNTY SCHOOL DIST 50 MS4,4476 WEST 68TH AVENUE,WESTMINSTER,CO,80030,110002964169,,39.816833,-105.045236,COR070074,Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110002964169,,,
MONARCH MOUNTAIN LODGE WASTWATER COMPANY,22295 US HWY 50,MONARCH,CO,81227,110006781376,,38.550361,-106.286611,CO0028444,Failure to Report DMR - Not Received,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110006781376,0.037,,
MKS INSTRUMENTS INC BROOMFIELD,11380 REED WAY,BROOMFIELD,CO,80020,110070850528,332999 333242,39.90059,-105.07448,COPIU000S COR901602,Failure to Report DMR - Not Received,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110070850528,,,
HOLTON LAKES SAND & GRAVEL PIT,12300 CO. HIGHWAY 52,WELD COUNTY,CO,80621,110033174883,,40.08,-104.825833,COG501501,No Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110033174883,,,
MONUMENT LAKE WWTF,4789 HIGHWAY 12,WESTON,CO,81091,110006658125,,37.14762,-105.03158,CO0024015 COG641035,Failure to Report DMR - Not Received,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110006658125,0.025,,
"LAFARGE WEST, INC.",1800 N TAFT HILL RD,FORT COLLINS AREA,CO,80521,110025328937,212321 444190 324121 999999 212312,40.6068,-105.1178,COG074443 COG500103 COG501577 COG501616,No Violation Identified,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110025328937,,,
SANFORD TOWN OF,ASH ST & 7 ST,SANFORD,CO,81151,110071785952,,37.267388,-105.897063,COG591011,Effluent - Monthly Average Limit,,,Y,8,https://echo.epa.gov/detailed-facility-report?fid = 110071785952,,,
ELK MEADOWS WWTF,160 SPRUCE LANE,OURAY COUNTY,CO,81432,110009067687,,38.098662,-107.760344,COG582048 COG589091 COG591091,Effluent - Non-monthly Average Limit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110009067687,,,
TELLER COUNTY WW UTILITY BOARD,12047 W HWY 24,DIVIDE,CO,80814,110010053191,,38.955833,-105.134444,CO0044211 COG591187,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110010053191,,,
NOTCH 66,2525 ERFERT ST,LONGMONT,CO,80504,110071236853,,40.2041,-105.095577,COG080426,Terminated Permit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110071236853,,,
ROCLA CONCRETE TIE - PUEBLO FACILITY,3201 LIME RD,PUEBLO,CO,81006,110056429431,327320,38.158855,-104.615575,COR901233,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110056429431,,,
CROOK TOWN OF,7TH STREET,CROOK,CO,80726,110009127701,,40.85995,-102.7968,CO0020460 COG581018 COG589015 COG603116,Terminated Permit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110009127701,,,
HARRIS USED TRUCK PARTS,325 E LAS VEGAS ST,COLORADO SPRINGS,CO,80903,110046317311,,38.81828,-104.81931,COR900704,No Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110046317311,,,
EDWARDS WWTF,3101 LAKE CREEK VILLAGE BLVD,EDWARDS,CO,81632,110001123409,,39.654,-106.625,CO0037311 COG073124 COG074505 COG075063 COG650042 COG901386 COR03F048 COR427538 COR900107 COR901386,Violation Identified,Y,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110001123409,2.83,,
"ASPEN VILLAGE, INC.",31-300 HWY 82,GARFIELD COUNTY,CO,81611,110071443834,,39.158173,-106.668632,COG590085,Effluent - Monthly Average Limit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110071443834,,,
SUMMERFIELD OFFSITE,6728 CR 1/4,ERIE,CO,80516,110071656015,,40.095135,-105.032032,COG080912,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110071656015,,,
"ASPEN VILLAGE, INC.",31-300 HIGHWAY 82,ASPEN,CO,81611,110022552129,,39.247731,-106.890817,CO0022721 COG584085 COG588085 COL022721,No Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110022552129,,,
LEE MOBILE HOME PARK,13801 RD 28,DOLORES,CO,81323,110070003923,,37.41059,-108.5268,COG591070 COL589070,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110070003923,,,
BAILEY WSD WWTF,75 CR 68,BAILEY,CO,80421,110022552343,,39.40423,-105.47246,COG588056 COG590056,Effluent - Monthly Average Limit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110022552343,,,
APPLE TREE WASTE WATER,5033 CR 335 TRAILER 48,NEW CASTLE,CO,81647,110071660885,,39.559641,-107.550795,COG590061,Effluent - Monthly Average Limit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110071660885,,,
LOCKHEED MARTIN - WATERTON PLANT USAF PJ,12257 S WADSWORTH BLVD,LITTLETON,CO,80125,110000610429,336414 336415 336411,39.496342,-105.107588,CO0001511 COG604158 COP900583,No Violation Identified,Y,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110000610429,0.55,,
FLAGLER WWTF,SE OF I-70/CR 5 INTERCHANGE,FLAGLER,CO,80815,110071863598,,39.284444,-103.059444,COG591036,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110071863598,,,
FORTERRA PIPE/PRECAST - GRAND JUNCTION,2311 RIVER RD,GRAND JUNCTION,CO,81505,110054915400,327320,39.09898,-108.62481,COR901163,No Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110054915400,,,
FRE USA,60 GREENHORN DR,PUEBLO,CO,81004,110055442285,335932,38.21274,-104.62485,COR901590,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110055442285,,,
MANZANOLA WWTF,1/2 NE OF TOWN,OTERO COUNTY,CO,81058,110023136738,,38.107153,-103.86957,COG589012 COG591012,No Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110023136738,,,
ANDERSON PIT,BTWN 167 RD AND 1800 CR,DELTA,CO,81416,110013742520,,38.76625,-108.041167,COG500464,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110013742520,,,
AMERICAN WAREHOUSE,5150 COLORADO BLVD,DENVER,CO,80216,110046292819,,39.79066,-104.93974,CONOX0822 COR900565,No Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110046292819,,,
"PALISADE, TOWN OF",865 RAPID CREEK ROAD,PALISADE,CO,81526,110006657849,,39.1297,-108.32225,COG640037 COG641037,Failure to Report DMR - Not Received,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110006657849,,,
EISENHOWER TUNNEL WWTF,E END OF TUNNEL ON I 70,SILVERTHORNE,CO,80498,110010054145,,39.746632,-106.27053,CO0026069,No Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110010054145,2.18,,
HOMEWOOD SUITES BY HILTON,600 W. ELKHORN DRIVE,ESTES PARK,CO,80517,110071068413,,40.3782,-105.53298,COR412790,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110071068413,,,
SOUTH FORK WATER & SAN DIST,28925 W HWY 160,SOUTH FORK,CO,81154,110071866736,,37.67639,-106.61528,COG591204,Effluent - Monthly Average Limit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110071866736,,,
SOUTH THORTON LIFT STATION,7160 YORK STREET,DENVER,CO,80229,110071277618,,39.82678,-104.95442,COG604433 COR416482,No Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110071277618,,,
HILL PETROLEUM ARVADA,6301 RALSTON RD,ARVADA,CO,80002,110003000243,,39.80216,-105.06368,COR900081 COR901394,Failure to Report DMR - Not Received,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110003000243,,,
BROADMOOR EXHIBIT HALL,17 LAKE CIRCLE,EL PASO COUNTY,CO,80906,110033175551,,38.7925,-104.849444,COG318072 COG600579 COG603020,Failure to Report DMR - Not Received,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110033175551,,,
BOULDER AFFORDABLE HOUSING,6800 ARAPAHOE ROAD,BOULDER,CO,80723,110071507109,,40.011733,-105.199201,COR421130,Terminated Permit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110071507109,,,
LAKESIDE WWTF,RD 29 & RD K.2,CORTEZ,CO,81321,110071847356,,37.3568,-108.53028,COG591098,Failure to Report DMR - Not Received,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110071847356,,,
AGILENT TECHNOLOGIES,1900 GARDEN OF THE GODS RD,COLORADO SPRINGS,CO,80907,110056905443,334515 335312 334514,38.896702,-104.862281,CONOX0141 COP900118 COPIU005U COR901623,Failure to Report DMR - Not Received,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110056905443,,,
LIMON WWTF,APPROX 3/4 MI SE OF TOWN,LIMON,CO,80828,110010056090,,39.254542,-103.669618,COG582016 COG589023 COG591023,Effluent - Monthly Average Limit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110010056090,,,
UPS STERLING CENTER,228 SIERRA VISTA,STERLING,CO,80751.0,110046336185,,40.624998,-103.199755,CONOX0907 COR900050,No Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110046336185,,,
LA VETA TOWN OF,1 MILE NE OF TOWN,LA VETA,CO,81055,110010053869,,37.5224,-104.9957,CO0032409,No Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110010053869,0.125,,
TRULITE GLASS AND ALUMINUM SOLUTIONS,11950 E 33 AVE,DENVER,CO,80010.0,110059512843,,39.739251,-104.86171,COR901316,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110059512843,,,
LAKE CATAMOUNT WWTF,29620 RCR18,STEAMBOAT SPRINGS,CO,80477,110070793535,,40.3475,-106.824444,COX634058,No Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110070793535,,,
BURLINGTON CITY OF WWTF,17440 CR 49,BURLINGTON,CO,80807,110071863534,,39.287,-102.259,COG591114,Effluent - Monthly Average Limit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110071863534,,,
SAN LUIS WATER AND SAN DIST WWTF,13747 HWY 159,COSTILLA COUNTY,CO,81152,110009127952,,37.134542,-105.395987,COG589082 COG591082,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110009127952,,,
BOULDER MOUNTAIN LODGEWWTF,91 FOUR MILE CANYON ROAD,BOULDER,CO,80302,110010053672,,40.01793,-105.32551,CO0040819,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110010053672,0.0045,,
LAKESIDE WWTF,28330 RD K.2,MONTEZUMA COUNTY,CO,81321,110020527143,,37.35838,-108.53077,CO0046957 COG589098,Not Applicable,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110020527143,,,
DEER TRAIL WWTF,122 FT SW OF US HWY 40,DEER TRAIL,CO,80105,110071657843,,39.62555,-104.058889,COG591002,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110071657843,,,
"NATURITA, TOWN OF",26410 FF 26 RD,NATURITA,CO,81422,110056004425,,38.2231,-108.6047,COG591189,Effluent - Non-monthly Average Limit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110056004425,,,
HARRISON SCHOOL DISTRICT NO 2,VARIOUS LOCATIONS,COLORADO SPRINGS,CO,80908,110043732583,,38.797,-104.81,COR070069,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110043732583,,,
ROUTT CO. FOR PHIPPSBURG COMM,APPROX 1/2 MI NORTH OF TOWN,PHIPPSBURG,CO,00000,110009127738,,40.2272,-106.943,COG582020 COG588141 COG589026,Terminated Permit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110009127738,,,
ROYAL CREST DAIRY INC,350 S PEARL ST,DENVER,CO,80209,110002993164,,39.71001,-104.98037,COR900261,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110002993164,,,
ROUTT CO FOR PHIPPSBURG COMM WWTF,APPROX 1/2 MILE N OF TOWN,PHIPPSBURG,CO,80469,110071877700,,40.2272,-106.943,COG591184,Effluent - Monthly Average Limit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110071877700,,,
"NEW ELK COAL COMPANY, LLC",12250 HIGHWAY 12,WESTON,CO,81091,110002051163,,37.14532,-105.03393,CO0000906,Failure to Report DMR - Not Received,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110002051163,1.08,,
STEVEN-ROBERT ORIGINALS LLC,2780 TOWER RD,AURORA,CO,80011,110070254590,,39.75577,-104.77217,COR901457,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110070254590,,,
ROZMAN PIT,1500 BUCKLEY DR RIVERLAND PK,CRESTED BUTTE,CO,81244,110070072749,,38.843734,-106.948374,COG501768,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110070072749,,,
STEAMBOAT SPRINGS GENERAL AVIATION AIRPORT,3495 AIRPORT CIR,STEAMBOAT SPRINGS,CO,80487,110070144755,,40.517727,-106.864661,COR901374,Failure to Report DMR - Not Received,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110070144755,,,
ROMEO TOWN OF,127500 15 ROAD,ROMEO,CO,81148,110006782366,,37.18048,-105.98228,COG581017 COG589014,Terminated Permit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110006782366,,,
RHINEHART OIL GOLDEN BULK PLANT,210 DEPOT ST,GOLDEN,CO,80401,110070152684,,39.76078,-105.21903,COR901418,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110070152684,,,
GREELEY WELD COUNTY AIRPORT,600 A AIRPORT RD,GREELEY,CO,80631,110046319239,,40.428055,-104.631944,COR03Q716 COR03U188 COR400292 COR420153 COR900205,No Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110046319239,,,
DENVER CITY & COUNTY OF,STORMWATER DISCHARGE,DENVER,CO,00000,110064605878,,39.75,-105.0,COS000001,No Violation Identified,Y,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110064605878,,,
OXFORD RECYCLING INC,2400 W OXFORD AVE,ENGLEWOOD,CO,80110,110010305133,562212 324121,39.64229,-105.016836,COR901352,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110010305133,,,
SAGUACHE TOWN OF,48575 Z RD,SAGUACHE,CO,81149,110071879085,,38.089444,-106.112222,COG591103,Effluent - Monthly Average Limit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110071879085,,,
CHERRY CREEK STATE PARK MS4,VARIOUS LOCATIONS,AURORA,CO,80014,110043732002,,39.635,-104.833,COR070220,Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110043732002,,,
BCCI - CHIMNEY HOLLOW RESERVOIR PROJECT,CHIMNEY HOLLOW RD AND W CR 18E,LOVELAND,CO,80537,110071546536,,40.364428,-105.234077,COG318126,Terminated Permit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110071546536,,,
DENVER ZOO ANIMAL HOSPITAL,2300 STEELE ST,DENVER,CO,80205,110033175588,,39.75444,-104.94991,COG318080 COG600407 COG603032 COR03U737 COR402138,Terminated Permit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110033175588,,,
OSPREY BASE CAMP,800 N PARK ST,CORTEZ,CO,81321,110070114859,,37.357084,-108.575005,COG318098 COG603352 COR03P699,Terminated Permit,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110070114859,,,
PUEBLO SOUTHSIDE DIVERSION DAM MODIFICATIONS AND RIVER IMPROVEMENTS,CITY PARK AVE AND CARLILE DRIVE,PUEBLO,CO,81005,110071504863,,38.2675,-104.658056,COR421676,Effluent - Monthly Average Limit,,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110071504863,,,
LAST DOLLAR WWTF,SUNDANCE ROAD NEAR TOWN,SAN MIGUEL COUNTY,CO,81435,110022455458,,37.92018,-107.84518,COG588005 COG589153,No Violation Identified,,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110022455458,,,
"MEAD, TOWN OF",4504 E. WELKER AVENUE,MEAD,CO,80542,110009127916,,40.236944,-104.983333,CO0046876 COG582036 COG589101,No Violation Identified,,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110009127916,0.5,,
ARKANSAS VALLEY CONDUIT,JUNCTION OF SH 231 & US 50,DEVINE,CO,81334,110071370716,,38.274369,-104.457858,COG080618 COR419688,No Violation Identified,,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110071370716,,,
TANK 6 (FACILITY ID: 042) CLEANING,8655 E SWAN RD,COLORADO SPRINGS,CO,80908,110071082176,,39.0272,-104.667,COG641203,No Violation Identified,,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110071082176,,,
EVOQUA WATER TECHNOLOGIES PLANT 1080 COS,725 WOOTEN RD,COLORADO SPRINGS,CO,80915,110046332768,,38.84329,-104.73872,COR900872,No Violation Identified,,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110046332768,,,
TERROR CREEK LOADOUT,43440 BOWIE ROAD,PAONIA,CO,81428,110011372852,,38.92065,-107.5421,CO0049044 COG850028,Violation Identified,,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110011372852,,,
DURANGO WEST METRO DIST NO 2 WWTF,14164 US HWY 160,HESPERUS,CO,81326,110071866027,,37.26333,-107.97638,COG591115,Violation Identified,,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110071866027,,,
EADS MUNICIPAL AIRPORT,HWY 96 BETWEEN CR 38 AND CR 39,EADS,CO,81631,110046330733,,38.48091,-102.80759,COR900176,Violation Identified,,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110046330733,,,
ELBERT WATER & SANITATION DIST WWTF,6815 ELBERT CR 98,ELBERT COUNTY,CO,80106,110027854999,,39.221316,-104.533744,COG589065 COG591065,Failure to Report DMR - Not Received,,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110027854999,,,
STILL WELL WTF,4 WHEEL DRIVE RD(NO ADD GIVEN),SAN MIGUEL COUNTY,CO,81435,110024383175,,37.941861,-107.811806,COG641024,Violation Identified,,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110024383175,,,
US AIR FORCE ACADEMY,8120 EDGERTON DRIVE,USAFA,CO,80840.0,110043790181,928110 611310 92811,38.983059,-104.830284,CO0020974 COG652001 COL020974 COR042007 COR04207F COU000341,No Violation Identified,Y,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110043790181,2.2,,
"ANCHOR DRILLING FLUIDS USA, LLC - BRIGHTON, CO",995 N 5 AVE,BRIGHTON,CO,80603,110070553421,,40.00547,-104.81705,COR901495,Violation Identified,,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110070553421,,,
AMERICAN TIRE RECYCLING LLC,5101 COLUMBINE ST,DENVER,CO,80216,110070503822,,39.78951,-104.95699,COR901477,Violation Identified,,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110070503822,,,
